Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
893395,Ms.,Tatiana,I,Badillo,F,tatiana.badillo@walmart.com,Charlie Badillo,Rikki Badillo,Bodnar,3/10/1977,05:08:42 AM,40.41,57,4/23/2012,Q2,H1,2012,4,April,Apr,23,Monday,Mon,5.27,94534,8%,285-15-6291,209-371-6850,Farmington,San Joaquin,Farmington,CA,95230,West,tibadillo,HkWmAeEv]b$S
716662,Mr.,Ted,M,Baggett,M,ted.baggett@yahoo.ca,Jerry Baggett,Clarice Baggett,Gravely,12/6/1983,01:00:35 AM,33.67,85,2/2/2013,Q1,H1,2013,2,February,Feb,2,Saturday,Sat,4.48,100330,13%,236-55-2800,229-575-7546,Hillsboro,Jasper,Hillsboro,GA,31038,South,tmbaggett,5{amhC?V
663907,Mr.,Alec,Q,Odaniel,M,alec.odaniel@sbcglobal.net,Dorian Odaniel,Coreen Odaniel,Hovis,12/17/1966,08:34:32 AM,50.65,74,9/20/1991,Q3,H2,1991,9,September,Sep,20,Friday,Fri,25.87,88011,11%,196-84-5971,405-469-6189,Leflore,Le Flore,Leflore,OK,74942,South,aqodaniel,f#C/bJr~>P*bd
293254,Mrs.,Gricelda,U,Hower,F,gricelda.hower@microsoft.com,Brad Hower,Estrella Hower,Dortch,6/19/1992,02:41:05 AM,25.12,58,7/18/2017,Q3,H2,2017,7,July,Jul,18,Tuesday,Tue,0.03,179761,27%,027-92-0935,423-362-0530,Flag Pond,Unicoi,Flag Pond,TN,37657,South,guhower,8+h}$e2[a
936407,Mr.,Hung,H,Ontiveros,M,hung.ontiveros@hotmail.com,Ricardo Ontiveros,Rachell Ontiveros,Rizzo,8/14/1974,03:06:06 PM,42.98,62,4/4/1997,Q2,H1,1997,4,April,Apr,4,Friday,Fri,20.33,170128,5%,714-18-8376,217-955-0988,Eleroy,Stephenson,Eleroy,IL,61027,Midwest,hhontiveros,fu]2U#go$[75T}g
357807,Hon.,Noe,V,Stanger,M,noe.stanger@verizon.net,Emmitt Stanger,Leda Stanger,Dickerson,6/9/1984,07:56:26 PM,33.16,77,12/6/2016,Q4,H2,2016,12,December,Dec,6,Tuesday,Tue,0.64,192182,20%,520-61-5247,236-530-3927,The Plains,The Plains,The Plains,VA,22171,South,nvstanger,r!j~^yYv8G
874367,Mr.,Omar,J,Chadwick,M,omar.chadwick@ntlworld.com,Donnie Chadwick,Brook Chadwick,Jefferson,5/23/1989,03:55:32 PM,28.2,69,9/18/2013,Q3,H2,2013,9,September,Sep,18,Wednesday,Wed,3.86,176559,10%,031-92-1134,339-360-7443,Lynnfield,Essex,Lynnfield,MA,1940,Northeast,ojchadwick,w+qxHs1JaM@Pr;^
704625,Ms.,Adena,W,Engram,F,adena.engram@gmail.com,Mathew Engram,Esperanza Engram,Showers,3/26/1965,05:03:29 PM,52.38,57,10/16/2006,Q4,H2,2006,10,October,Oct,16,Monday,Mon,10.79,141816,11%,316-35-5611,270-855-9637,Hyden,Leslie,Hyden,KY,41749,South,awengram,byh7?]].P@Ub
351818,Ms.,Vickie,P,Reimer,F,vickie.reimer@comcast.net,Edgar Reimer,Numbers Reimer,Mckinley,3/16/1967,06:40:24 PM,50.4,48,3/4/2010,Q1,H1,2010,3,March,Mar,4,Thursday,Thu,7.41,120879,20%,483-41-4377,303-619-9407,Littleton,Arapahoe,Littleton,CO,80161,West,vpreimer,u.~$AV9QU6
385228,Mrs.,Keshia,R,Clyburn,F,keshia.clyburn@yahoo.co.uk,Hassan Clyburn,Coletta Clyburn,Boulware,4/12/1991,02:13:16 PM,26.31,59,1/23/2014,Q1,H1,2014,1,January,Jan,23,Thursday,Thu,3.51,69187,19%,654-38-4491,423-847-9717,Arnold Afb,Coffee,Arnold Afb,TN,37389,South,krclyburn,b#a6lWFI[
860032,Prof.,Rueben,T,Peloquin,M,rueben.peloquin@gmail.com,Olen Peloquin,Arlena Peloquin,Mcnally,7/29/1972,06:26:17 PM,45.03,76,2/22/1994,Q1,H1,1994,2,February,Feb,22,Tuesday,Tue,23.44,117767,9%,137-25-1532,206-229-3390,Underwood,Skamania,Underwood,WA,98651,West,rtpeloquin,S.1!O70G\qJmr.\
766077,Drs.,Tangela,A,Woody,F,tangela.woody@ntlworld.com,Charles Woody,Maritza Woody,Schuck,1/12/1966,08:58:35 AM,51.58,43,4/2/2017,Q2,H1,2017,4,April,Apr,2,Sunday,Sun,0.32,41509,30%,550-99-3971,217-399-1379,Elmhurst,DuPage,Elmhurst,IL,60126,Midwest,tawoody,7vXr/RMcIXs
334344,Ms.,Erika,J,Mackinnon,F,erika.mackinnon@walmart.com,Erin Mackinnon,Enid Mackinnon,Wimmer,6/23/1979,12:04:10 PM,38.12,50,8/7/2006,Q3,H2,2006,8,August,Aug,7,Monday,Mon,10.98,171835,12%,597-92-2598,210-392-3555,La Coste,Medina,La Coste,TX,78039,South,ejmackinnon,XW-o_$c}
159220,Mr.,Granville,A,Wortman,M,granville.wortman@gmail.com,Giuseppe Wortman,Maxine Wortman,Jewett,5/17/1991,04:25:25 AM,26.22,74,1/26/2014,Q1,H1,2014,1,January,Jan,26,Sunday,Sun,3.5,66201,22%,669-48-5284,228-936-1989,Gallman,Copiah,Gallman,MS,39077,South,gawortman,UbAYc<A9
817786,Mr.,Elden,Z,Ordonez,M,elden.ordonez@gmail.com,Stuart Ordonez,Kisha Ordonez,Staggs,9/22/1993,12:38:50 AM,23.86,75,10/4/2015,Q4,H2,2015,10,October,Oct,4,Sunday,Sun,1.82,197078,10%,095-02-9924,218-567-6725,Crosslake,Crow Wing,Crosslake,MN,56442,Midwest,ezordonez,W_N@-G\]ebaf
609177,Ms.,Rosaria,P,Buettner,F,rosaria.buettner@gmail.com,Elwood Buettner,Antionette Buettner,Mcghee,3/10/1988,11:13:35 PM,29.4,59,3/27/2009,Q1,H1,2009,3,March,Mar,27,Friday,Fri,8.34,112525,11%,762-12-0845,215-967-4072,Jessup,Lackawanna,Jessup,PA,18434,Northeast,rpbuettner,y$O\19}D;lUSv
989292,Ms.,Mariela,A,Santoyo,F,mariela.santoyo@yahoo.com,Stephan Santoyo,Laci Santoyo,Labonte,4/15/1990,12:47:06 AM,27.3,45,6/29/2011,Q2,H1,2011,6,June,Jun,29,Wednesday,Wed,6.08,191952,5%,540-83-6500,201-325-7376,Oak Ridge,Passaic,Oak Ridge,NJ,7438,Northeast,masantoyo,z@/|jcOfu&r
530532,Ms.,Peter,W,Mercer,F,peter.mercer@sbcglobal.net,Derrick Mercer,Hanh Mercer,Eisenberg,4/24/1989,11:07:57 PM,28.28,58,9/29/2010,Q3,H2,2010,9,September,Sep,29,Wednesday,Wed,6.83,146358,30%,397-33-8781,212-532-0310,Staten Island,Richmond,Staten Island,NY,10306,Northeast,pwmercer,P3C]f}[!U>
917607,Dr.,Odis,F,Theis,M,odis.theis@gmail.com,Sterling Theis,Merlene Theis,Mccarthy,3/12/1977,04:22:23 AM,40.41,56,11/24/2013,Q4,H2,2013,11,November,Nov,24,Sunday,Sun,3.68,55083,8%,607-87-6727,209-991-2644,Harmony,San Luis Obispo,Harmony,CA,93435,West,oftheis,i1>MxM~;Ww3vUcM
446216,Dr.,Hector,Y,Knott,M,hector.knott@microsoft.com,Robby Knott,Ozie Knott,Bova,6/23/1974,08:49:50 PM,43.13,72,1/14/2009,Q1,H1,2009,1,January,Jan,14,Wednesday,Wed,8.54,123075,24%,340-11-9967,231-756-8538,Rochester,Oakland,Rochester,MI,48309,Midwest,hyknott,YQL;Ez|3aPwUw
402001,Ms.,Dorris,I,Vaught,F,dorris.vaught@gmail.com,Mose Vaught,Christy Vaught,Goodrum,4/16/1991,10:53:07 PM,26.3,52,2/22/2017,Q1,H1,2017,2,February,Feb,22,Wednesday,Wed,0.43,166591,22%,518-89-9704,239-699-7316,Tampa,Hillsborough,Tampa,FL,33663,South,divaught,p*tQ%+|^~
409810,Ms.,Kris,H,Shotwell,F,kris.shotwell@hotmail.com,Edmond Shotwell,Regenia Shotwell,Cash,11/8/1987,02:00:51 PM,29.74,44,1/23/2016,Q1,H1,2016,1,January,Jan,23,Saturday,Sat,1.51,83573,10%,197-84-7548,219-295-6751,Webster,Wayne,Webster,IN,47392,Midwest,khshotwell,8O3F+9>B$OrN@o
927560,Mr.,Long,F,Hudspeth,M,long.hudspeth@gmail.com,Royce Hudspeth,Casimira Hudspeth,Burleson,10/15/1986,04:11:58 PM,30.81,61,1/22/2017,Q1,H1,2017,1,January,Jan,22,Sunday,Sun,0.51,60039,9%,443-27-5010,228-441-8841,Utica,Hinds,Utica,MS,39175,South,lfhudspeth,KNs<0^$c?aVKN&
806331,Mr.,Vincenzo,L,Whiteley,M,vincenzo.whiteley@hotmail.com,Ricky Whiteley,Georgene Whiteley,Wurth,7/5/1992,07:40:03 PM,25.08,72,12/4/2013,Q4,H2,2013,12,December,Dec,4,Wednesday,Wed,3.65,58403,11%,447-27-8979,229-389-8098,Tiger,Rabun,Tiger,GA,30576,South,vlwhiteley,t6!/fL7W/.
151735,Mr.,Reyes,N,Holmes,M,reyes.holmes@hotmail.com,Stanford Holmes,Tammi Holmes,Murchison,6/4/1967,06:38:44 PM,50.18,75,12/20/2007,Q4,H2,2007,12,December,Dec,20,Thursday,Thu,9.61,70020,2%,719-18-0984,314-216-2321,Saint Louis,St. Louis (city),Saint Louis,MO,63113,Midwest,rnholmes,eDri7c;vp.sm8/6
670371,Mrs.,Deedra,X,Bosch,F,deedra.bosch@gmail.com,Teodoro Bosch,Louise Bosch,Tabb,6/10/1968,12:59:13 AM,49.16,46,12/16/2004,Q4,H2,2004,12,December,Dec,16,Thursday,Thu,12.62,165045,2%,235-57-0554,209-810-5884,Madera,Madera,Madera,CA,93636,West,dxbosch,Pjqrc/r<1r1C
949914,Drs.,Jaunita,F,Mcmorris,F,jaunita.mcmorris@gmail.com,Julius Mcmorris,Sheryl Mcmorris,Shoop,6/10/1972,05:59:31 AM,45.16,46,7/29/1996,Q3,H2,1996,7,July,Jul,29,Monday,Mon,21.01,160352,26%,249-99-5502,217-783-5514,Oak Brook,DuPage,Oak Brook,IL,60523,Midwest,jfmcmorris,Ltwrlt?vBfJx-TW
